,make,model,variant,cc,seating_capacity,fuel_type,local_code
2043,MINI,COOPER COUNTRYMAN,COOPER S,1598,5,Petrol,27137
2044,MERCEDES-BENZ.,CLA,45 AMG,1991,5,Petrol,28461
2045,SKODA,OCTAVIA,AMBITION 1.4 TSI,1395,5,Petrol,27083
2046,MARUTI,CIAZ,VXI (O),1373,5,Petrol,31084
2047,AUDI,AUDI RS6,AVANT 4.0 TFSI QUATTRO,3993,5,Petrol,35990
2048,MERCEDES-BENZ.,E-CLASS,55 AMG,5439,5,Petrol,22502
2049,SKODA,FABIA,ACTIVE 1.2 MPI,1198,5,Petrol,12903
2050,MERCEDES-BENZ.,S-CLASS,300 L,2987,5,Petrol,22990
2051,TATA MOTORS LTD,INDIGO,LS TDI,1405,5,Diesel,12962
2052,MERCEDES-BENZ.,C-CLASS,200 K ELEGANCE AT,1796,5,Petrol,12834
2053,TOYOTA KIRLOSKAR,ETIOS,VX,1496,5,Petrol,21022
2054,MERCEDES-BENZ.,SL,350,3498,4,Petrol,12849
2055,MERCEDES-BENZ.,GL,500,5461,7,Petrol,21953
2056,MINI,MINI COOPER,1.6,1598,5,Petrol,22982
2057,BMW,3-SERIES,330 I,2996,5,Petrol,19767
2058,MERCEDES-BENZ.,C-CLASS,200 CGI ELEGANCE,1796,5,Petrol,24486
2059,VOLVO,S80,V8 AWD,4414,5,Petrol,13089
2060,MITSUBISHI,LANCER,1.5 SLXI,1468,5,Petrol,20112
2061,MERCEDES-BENZ.,S-CLASS,S 500,4663,4,Petrol,29738
2062,FIAT,GRANDE PUNTO,PURE 1.2 FIRE PETROL,1172,5,Petrol,31376
2063,FORD,FIGO,1.2 AMBIENTE PETROL,1196,5,Petrol,30588
2064,VOLVO,S60,T6 SUMMUM,2953,5,Diesel,21944
2065,MERCEDES-BENZ.,CLS,500,5461,5,Petrol,12840
2066,FORD,FIESTA,TITANIUM PETROL,1499,5,Petrol,22427
2067,FORD,FIESTA,TREND PETROL,1499,5,Petrol,22428
2068,FORD,FIESTA,STYLE PETROL,1499,5,Petrol,22424
2069,FORD,FIESTA,1.6 SXI,1596,5,Petrol,16976
2070,GENERAL MOTORS,SPARK,1.0 E,995,5,Petrol,16945
2071,FIAT,GRANDE PUNTO,Evo Emotion 1.4,1368,5,Petrol,28410
2072,MERCEDES-BENZ.,SUPER EIGHT,,2522,5,Petrol,25917
2073,MERCEDES-BENZ.,E-CLASS,ELEGANCE 230,2295,5,Petrol,17045
2074,MERCEDES-BENZ.,S-CLASS,S 63 AMG,5461,4,Petrol,30187
2075,AUDI,AUDI A3,CABRIOLET 40 TFSI,1798,4,Petrol,29466
2076,TATA MOTORS LTD,SUMO,SPACIO GOLD 7STR,2956,7,Diesel,19705
2077,MERCEDES-BENZ.,SLK-CLASS,SLK 55 AMG,5439,2,Petrol,12854
2078,VOLKSWAGEN,VENTO,TSI,1197,5,Petrol,27149
2079,MERCEDES-BENZ.,G-CLASS,G 63 AMG,5461,5,Petrol,27450
2080,TATA MOTORS LTD,INDIGO,VE - BS III,1405,5,Diesel,12967
2081,TATA MOTORS LTD,INDICA V2,DLX,1405,5,Diesel,17077
2082,FIAT,GRANDE PUNTO,1.2 EMOTION,1172,5,Petrol,19894
2083,TATA MOTORS LTD,SUMO,DI GX,2956,7,Diesel,13019
2084,TATA MOTORS LTD,SUMO,DI EX,2956,7,Diesel,13018
2085,TATA MOTORS LTD,SAFARI,GX (8 Seater),2197,8,Diesel,33391
2086,MARUTI,ZEN ESTILO,GREEN LXI (M),998,5,Petrol,33404
2087,VOLKSWAGEN,VENTO,1.2 TSI COMFORTLINE AT,1197,5,Petrol,30395
2088,VOLKSWAGEN,POLO,1.2L COMFORTLINE (P),1198,5,Petrol,18623
2089,AUDI,AUDI R8,4.2 FSI QUATTRO,4163,2,Petrol,16928
2090,AUDI,AUDI A6,3.0 TFSI QUATTRO,2995,5,Petrol,16925
2091,SKODA,OCTAVIA,ELEGANCE 2.0 MPI,1984,5,Petrol,19086
2092,AUDI,AUDI R8,4.2 FSI QUATTRO R TRONIC,4163,2,Petrol,16929
2093,GENERAL MOTORS,AVEO,1.4,1399,5,Petrol,12530
2094,VOLKSWAGEN,VENTO,COMFORTLINE PETROL,1598,5,Petrol,24197
2095,VOLKSWAGEN,POLO,1.2 HIGHLINE GT TSI AT,1197,5,Petrol,30419
2096,MERCEDES-BENZ.,S-CLASS,S65 AMG,5980,5,Petrol,29471
2097,TATA MOTORS LTD,ZEST,XE REVOTRON 90PS PETROL,1193,5,Petrol,28479
2098,MITSUBISHI,LANCER,1.5 SFXI,1468,5,Petrol,20253
2099,MERCEDES-BENZ.,E-CLASS,E 250,2497,5,Petrol,18037
2100,MERCEDES-BENZ.,GLS,400 4MATIC,2996,7,Petrol,32489
2101,MITSUBISHI,LANCER,1.5 GLX,1468,5,Petrol,20442
2102,TATA MOTORS LTD,SUMO,SPACIO 10 STR,2956,10,Diesel,17468
2103,TATA MOTORS LTD,SUMO,SPACIO 6 STR,2956,6,Diesel,17469
2104,FORD,FIESTA,1.6 DURATEC LIMITED EDITION,1596,5,Petrol,16975
2105,SKODA,FABIA,CLASSIC 1.2 MPI,1198,5,Petrol,12907
2106,TATA MOTORS LTD,INDIGO MANZA,AURA (ABS) QUADRAJET,1248,5,Diesel,16918
2107,MERCEDES-BENZ.,M-CLASS,ML 350,3498,5,Petrol,12846
2108,TATA MOTORS LTD,INDIGO,V - BS III,1405,5,Diesel,12966
2109,MERCEDES-BENZ.,C-CLASS,200 K AT,1796,5,Petrol,17038
2110,AUDI,AUDI A8,6.0L QUATTRO W12,5998,5,Petrol,12420
2111,AUDI,AUDI A6,S6 4.0 TFSI,3993,5,Petrol,30234
2112,TATA MOTORS LTD,TIAGO,REVOTRON XM,1199,5,Petrol,31406
2113,SKODA,OCTAVIA,2.0 MPI,1984,5,Petrol,26771
2114,BMW,3-SERIES,325I,2497,5,Petrol,20280
2115,SKODA,FABIA,AMBIENTE 1.2 MPI,1198,5,Petrol,12905
2116,AUDI,AUDI Q7,4.2 FSI QUATTRO,4163,5,Petrol,12423
2117,TATA MOTORS LTD,INDICA,LXI,1405,5,Petrol,12933
2118,TATA MOTORS LTD,SUMO,VICTA CX,2956,7,Diesel,19036
2119,VOLKSWAGEN,VENTO,HIGHLINE PETROL AT,1598,5,Petrol,20376
2120,MERCEDES-BENZ.,S-CLASS,S 400,2996,5,Petrol,31439
2121,AUDI,AUDI S5,SPORTBACK 3.0 TFSI QUATTRO,2995,5,Petrol,31126
2122,MINI,COOPER CONVERTIBLE,1.6,1598,4,Petrol,28263
2123,AUDI,AUDI Q7,3.0 tFSI QUATTRO 6 SEATER,2995,6,Petrol,23004
2124,TATA MOTORS LTD,INDIGO MANZA,AQUA QUADRAJET,1248,5,Diesel,16914
2125,VOLKSWAGEN,VENTO,HIGHLINE PETROL,1598,5,Petrol,20375
2126,TATA MOTORS LTD,SUMO,GX TC 8-SEATER,1948,8,Diesel,13021
2127,MITSUBISHI,LANCER,SFXI,1834,5,Petrol,20251
2128,MINI,MINI COOPER S,1.6 HIGH,1598,4,Petrol,29493
2129,TATA MOTORS LTD,SUMO,STD,1998,9,Diesel,19365
2130,FORD,FIGO,1.2 TREND PETROL,1196,5,Petrol,30587
2131,DC DESIGN PVT LTD,AVANTI,310 SPECIAL EDITION,2000,2,Petrol,31122
2132,PREMIER.,PREMIER RIO,GLX,1173,5,Petrol,28023
2133,PREMIER.,PREMIER RIO,PLUS LX,1248,5,Diesel,28028
2134,TATA MOTORS LTD,TIAGO,REVOTORQ XT,1047,5,Diesel,31397
2135,MAYBACH,S 600 MAYBACH,,5980,4,Petrol,30752
2136,FERRARI,CALIFORNIA,T,3855,2,Petrol,30796
2137,HUMMER,HUMMER H3,,3700,5,Petrol,26250
2138,SKODA,RAPID,ELEGANCE PLUS 1.6 MPI AT,1598,5,Petrol,31214
2139,AUDI,AUDI Q7,35 TDI PREMIUM PLUS SUNROOF,2967,7,Diesel,31331
2140,MARUTI,SWIFT,VXI GLORY LIMITED EDITION,1197,5,Petrol,30799
2141,MARUTI,SWIFT,VDI GLORY LIMITED EDITION,1248,5,Diesel,30800
2142,MARUTI,CELERIO,ZDI,793,5,Diesel,29937
2143,BMW,5-SERIES,520i SEDAN,1997,5,Petrol,26703
2144,MARUTI,WAGON R,1.0 VXI (O),998,5,Petrol,31316
2145,MARUTI,ERTIGA,VXI AT,1373,7,Petrol,30698
2146,MARUTI,ERTIGA,ZDI Plus,1248,7,Diesel,30631
2147,MARUTI,CIAZ,ZXI Plus RS,1373,5,Petrol,30892
2148,TATA MOTORS LTD,MAGIC,MANTRA BSIV 8 STR,798,8,Diesel,38741
2149,GENERAL MOTORS,ENJOY,1.4 LTZ 8 STR,1399,8,Petrol,30695
2150,AUDI,AUDI Q7,35 TDI QUATTRO TECHNOLOGY PACK,2967,7,Diesel,30283
2151,MARUTI,CELERIO,ZXI AMT OPT,998,5,Petrol,31306
2152,AUDI,AUDI A3,40 TFSI PREMIUM PLUS,1798,5,Petrol,28532
2153,FIAT,GRANDE PUNTO,PURE 1.3 MULTIJET DIESEL,1248,5,Diesel,31375
2154,BMW,7-SERIES,740 LI,2979,5,Petrol,21661
2155,MAHINDRA RENAULT,LOGAN,GLX 1.6,1598,5,Petrol,12752
2156,FORD,FIGO,1.2 TITANIUM PETROL,1196,5,Petrol,30586
2157,TATA MOTORS LTD,BOLT,XE Petrol,1193,5,Petrol,29317
2158,ICML,EXTREME,VD CRDFi BS IV 7 SEATER,1994,7,Diesel,29433
2159,ICML,EXTREME,VD CRDFi BS III 7 SEATER,1994,7,Diesel,29434
2160,MARUTI,BALENO HATCHBACK,Alpha 1.3,1248,5,Diesel,30560
2161,AUDI,AUDI A6,35 TDI TECHNOLOGY PACK,1968,5,Diesel,29468
2162,TATA MOTORS LTD,VENTURE,GX 7 STR,1405,7,Diesel,30755
2163,BMW,Z4,SDRIVE35i DPT,2979,2,Petrol,31468
2164,GENERAL MOTORS,TRAILBLAZER,2.8L AT,2800,7,Diesel,30552
2165,TATA MOTORS LTD,TIAGO,REVOTORQ XB,1047,5,Diesel,31405
2166,TATA MOTORS LTD,TIAGO,REVOTORQ XE (O),1047,5,Diesel,31400
2167,ASTON MARTIN,VANQUISH,V12,5935,2,Petrol,29879
2168,MARUTI,SWIFT DZIRE,VXI (O),1197,5,Petrol,31291
2169,TATA MOTORS LTD,NANO GENX,XE,624,4,Petrol,29971
2170,GENERAL MOTORS,ENJOY,1.4 LS 7 STR,1399,7,Petrol,26195
2171,GENERAL MOTORS,ENJOY,1.4 LS 8 STR,1399,8,Petrol,26196
2172,GENERAL MOTORS,ENJOY,1.4 LT 8 STR,1399,8,Petrol,30457
2173,AUDI,AUDI A4,35 TDI PREMIUM PLUS SUNROOF,1968,5,Diesel,31327
2174,TATA MOTORS LTD,MOVUS,CX 7 STR,2179,7,Diesel,28214
2175,ROLLS-ROYCE,GHOST,FK42 RHD,6592,5,Petrol,28313
2176,BENTLEY,BENTLEY CONTINENTAL,GT V8 S,3993,4,Petrol,31165
2177,BMW,Z4,SDRIVE35i,2979,2,Petrol,31467
2178,TATA MOTORS LTD,INDIGO MARINA,LX - BS III,1405,5,Diesel,12986
2179,TATA MOTORS LTD,INDIGO MARINA,LX DICOR - BS III,1366,5,Diesel,12987
2180,TATA MOTORS LTD,INDIGO MARINA,SX - BS III,1405,5,Diesel,12988
2181,TATA MOTORS LTD,INDIGO MARINA,LS - BS III,1405,5,Diesel,12985
2182,GENERAL MOTORS,ENJOY,1.4 LTZ 7 STR,1399,7,Petrol,26192
2183,GENERAL MOTORS,ENJOY,1.4 LT 7 STR,1399,7,Petrol,26194
2184,TATA MOTORS LTD,TIAGO,REVOTORQ XM,1047,5,Diesel,31398
2185,MARUTI,VITARA BREZZA,LDI,1248,5,Diesel,31270
2186,MARUTI,S-CROSS,ZETA 1.3,1248,5,Diesel,30135
2187,MARUTI,BALENO HATCHBACK,Delta 1.3,1248,5,Diesel,30564
2188,MARUTI,CELERIO,LDI,793,5,Diesel,29940
2189,AUDI,AUDI Q7,45 TDI PREMIUM PLUS 6 SEATER,2967,6,Diesel,30869
2190,AUDI,AUDI Q7,45 TDI PREMIUM PLUS,2967,7,Diesel,30870
2191,FERRARI,F12,BERLINETTA,6262,2,Petrol,30818
2192,TATA MOTORS LTD,BOLT,XT Diesel,1248,5,Diesel,29320
2193,TATA MOTORS LTD,MAGIC,IRIS 5 SEATER,611,5,Diesel,22932
2194,BMW,1-SERIES,118d SPORT PLUS,1995,5,Diesel,26781
2195,TATA MOTORS LTD,BOLT,XE Diesel,1248,5,Diesel,29323
2196,SKODA,LAURA,ACTIVE 1.8 TSI,1798,5,Petrol,26685
2197,MARUTI,CELERIO,ZDI OPT,793,5,Diesel,29936
2198,MARUTI,CELERIO,VDI,793,5,Diesel,29938
2199,AUDI,AUDI Q3,2.0 TDI BASE GRADE,1968,5,Diesel,26134
2200,GENERAL MOTORS,TAVERA,NEO 3-10 STR BS IV,1999,10,Diesel,26064
2201,AUDI,AUDI Q5,30 TDI QUATTRO PREMIUM,1968,5,Diesel,30556
2202,VOLKSWAGEN,CROSS POLO,1.2 MPI,1198,5,Petrol,31176
2203,MARUTI,ALTO 800,VXI,796,5,Petrol,26692
2204,GENERAL MOTORS,ENJOY,1.3 TCDI LT 8 STR,1248,8,Diesel,29331
2205,MARUTI,S-CROSS,DELTA 1.3,1248,5,Diesel,30137
2206,TATA MOTORS LTD,INDICA V2,LX,1405,5,Diesel,31242
2207,TATA MOTORS LTD,TIAGO,REVOTORQ XM (O),1047,5,Diesel,31410
2208,TATA MOTORS LTD,BOLT,XMS Diesel,1248,5,Diesel,29319
2209,TATA MOTORS LTD,BOLT,XM Diesel,1248,5,Diesel,29322
2210,PORSCHE,CAYENNE,GTS V6 3.6L,3604,5,Petrol,31730
2211,VOLKSWAGEN,JETTA,HIGHLINE TDI AT,1968,5,Diesel,30884
2212,MARUTI,VITARA BREZZA,LDI(O),1248,5,Diesel,31269
2213,MARUTI,WAGON R,1.0 VXI AMT (O),998,5,Petrol,30703
2214,MARUTI,WAGON R,1.0 VXI AMT,998,5,Petrol,30702
2215,MARUTI,CELERIO,ZXI AMT,998,5,Petrol,29939
2216,FIAT,GRANDE PUNTO,Evo Sport 1.3 Multijet 93 PS,1248,5,Diesel,30989
2217,SSANGYONG,TIVOLI,EX 2WD PETROL,1597,5,Petrol,31092
2218,TATA MOTORS LTD,NANO GENX,XT,624,4,Petrol,29970
2219,AUDI,AUDI A3,35 TDI TECHNOLOGY PACK,1968,5,Diesel,28530
2220,MARUTI,DZIRE,VXI AGS,1197,5,Petrol,38401
2221,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 Z 7 STR,2755,7,Diesel,42288
2222,MARUTI,SWIFT DZIRE,AUTOMATIC,1197,5,Petrol,30914
2223,ISUZU,D MAX,V CROSS,2499,5,Diesel,31929
2224,AUDI,AUDI A3,35 TDI PREMIUM,1968,5,Diesel,28526
2225,TATA MOTORS LTD,ZEST,PREMIO QUADRAJET 75PS DIESEL,1248,5,Diesel,40100
2226,AUDI,AUDI Q5,30 TDI QUATTRO TECHNOLOGY PACK,1968,5,Diesel,30827
2227,TATA MOTORS LTD,SUMO,DL,1948,5,Diesel,19872
2228,MITSUBISHI,LANCER,1.5 LEI,1468,5,Petrol,19682
2229,MARUTI,VERSA,STD - BS III,1298,8,Petrol,17033
2230,SKODA,RAPID,STYLE 1.6 MPI MT PLUS,1598,5,Petrol,30672
2231,MARUTI,VERSA,DX - BS III,1298,8,Petrol,12808
2232,FERRARI,F 458 ITALIA,COUPE,4499,2,Petrol,31747
2233,MARUTI,ERTIGA,VXI,1373,7,Petrol,24003
2234,MARUTI,ERTIGA,LDI,1248,7,Diesel,23999
2235,TATA MOTORS LTD,MAGIC,MAGIC,702,8,Diesel,17548
2236,BMW,7-SERIES,750 LI DPE,4395,4,Petrol,31188
2237,TATA MOTORS LTD,MAGIC,,702,7,Diesel,18032
2238,MASERATI,GRAN TURISMO,SPORT AUTO,4691,4,Petrol,34727
2239,HINDUSTAN MOTORS,AMBASSADOR,1800 ISZ MPFI PW CL,1817,5,Petrol,12581
2240,TOYOTA KIRLOSKAR,INNOVA,2.0 GX - 8 SEATER,1998,8,Petrol,13048
2241,KIA,SELTOS,1.4 GTX DUAL TONE (P),1353,5,Petrol,42389
2242,FORCE,FORCE ONE,SX 6 STR,2149,6,Diesel,27202
2243,SKODA,RAPID,1.6 MPI STYLE MT,1598,5,Petrol,36521
2244,MARUTI,ERTIGA,TOUR M DIESEL,1498,7,Diesel,41905
2245,FORCE,TRAX,CRUISER DI,2596,14,Diesel,28104
2246,FORCE,TRAVELLER,TD22 SMART CITI BUS,2596,22,Diesel,31930
2247,MERCEDES-BENZ.,S-CLASS,S 560 XL,3982,4,Petrol,38442
2248,HYUNDAI,SANTRO XING,XL,1086,5,Petrol,27337
2249,HYUNDAI,GRAND I10,SPORTZ AT 1.2 KAPPA VTVT,1197,5,Petrol,27369
2250,HYUNDAI,GRAND I10,1.2 PRIME SPORTZ EDITION,1197,5,Petrol,28788
2251,HYUNDAI,GRAND I10,MAGNA 1.2 KAPPA VTVT,1197,5,Petrol,26681
2252,TATA MOTORS LTD,TIGOR EV,XE PLUS,1199,5,Electric,42376
2253,HYUNDAI,VERNA,1.4 VTVT EX,1368,5,Petrol,38028
2254,FORCE,TRAX,TOOFAN CLASSIC,2596,12,Diesel,17529
2255,MARUTI,OMNI,5 STR,796,5,Petrol,41510
2256,FORCE,TRAX,CHALLENGER,2596,10,Diesel,19847
2257,FORCE,FORCE ONE,SX ABS 6 STR,2149,6,Diesel,27203
2258,HYUNDAI,VERNA,1.6 CRDI SX PLUS AT,1582,5,Diesel,37051
2259,HYUNDAI,VERNA,XI VTVT,1493,5,Petrol,25864
2260,HYUNDAI,XCENT,VTVT SX (O),1197,5,Petrol,27764
2261,HYUNDAI,XCENT,VTVT S,1197,5,Petrol,27755
2262,HYUNDAI,XCENT,VTVT BASE,1197,5,Petrol,27756
2263,HYUNDAI,XCENT,CRDI BASE,1120,5,Diesel,27761
2264,HYUNDAI,I20,MAGNA OPTION,1197,5,Petrol,24245
2265,HYUNDAI MOTOR INDIA LTD.,I10,1.1L IRDE2 SPORTZ LPG,1086,5,LPG,27248
2266,HYUNDAI,I10,1.1L IRDE2 SPORTZ,1086,5,Petrol,27249
2267,HYUNDAI,I20,Elite i20 Asta 1.2 (O),1197,5,Petrol,30229
2268,HYUNDAI,GRAND I10,ASTA 1.1 CRDi (O),1120,5,Diesel,28929
2269,HYUNDAI,FLUIDIC VERNA,4S 1.6 CRDI S (O),1582,5,Diesel,29535
2270,HYUNDAI,I10,MAGNA 1.1 CNG,1086,5,CNG,30080
2271,HYUNDAI,I20,Elite i20 Sportz 1.2,1197,5,Petrol,28447
2272,HYUNDAI,FLUIDIC VERNA,4S 1.4 CRDI,1396,5,Diesel,29542
2273,HYUNDAI,FLUIDIC VERNA,4S 1.4 VTVT,1396,5,Petrol,29536
2274,BMW,X7,xDRIVE 40I,2998,7,Petrol,41671
2275,TOYOTA KIRLOSKAR,COROLLA ALTIS,1.8 J PLUS MT,1798,5,Petrol,36073
2276,GENERAL MOTORS,CRUZE,LTZ,1991,5,Diesel,16944
2277,MITSUBISHI,PAJERO,2.8 SFX,2835,6,Diesel,12865
2278,MAHINDRA,BOLERO,CAMPER GOLD ZX 2WD,2523,5,Diesel,41648
2279,HINDUSTAN MOTORS,AMBASSADOR,NOVA DELUXE,1489,5,Diesel,20249
2280,HINDUSTAN MOTORS,AMBASSADOR,NOVA,1800,5,Diesel,20247
2281,LAMBORGHINI,HURACAN,EVO SPYDER,5204,2,Petrol,42404
2282,LAMBORGHINI,HURACAN,LP 610-4 SPYDER,5204,2,Petrol,42403
2283,FORCE,TEMPO TRAVELLER 10,,2596,10,Diesel,22541
2284,HYUNDAI,TUCSON,4WD AT GLS DIESEL,1995,5,Diesel,37283
2285,HYUNDAI,GRAND I10,ASTA AT 1.2 KAPPA VTVT (O),1197,5,Petrol,35624
2286,BMW,Z4,M 40i,2998,2,Petrol,41127
2287,BMW,Z4,sDRIVE 20i,1998,2,Petrol,41126
2288,SKODA,RAPID,RIDER LIMITED EDITION,1598,5,Petrol,41656
2289,MITSUBISHI,PAJERO,2.8 GL,2835,7,Diesel,17457
2290,HYUNDAI,VERNA,1.4 VTVT E,1368,5,Petrol,38027
2291,MERCEDES-BENZ.,V-CLASS,220 D ELITE,1950,6,Diesel,42310
2292,AUDI,AUDI TT,COUPE 45 TFSI,1984,4,Petrol,30416
2293,MAHINDRA.,XUV 500,G AT PETROL,2179,7,Petrol,41573
2294,LAMBORGHINI,HURACAN,LP 610-4 AVIO,5204,2,Petrol,42400
2295,MERCEDES-BENZ.,E-CLASS,200D EXCLUSIVE,1950,5,Diesel,41334
2296,FORCE,GURKHA,4X2 SOFT TOP,2596,6,Diesel,26042
2297,FORCE,FORCE ONE,2.2,2149,5,Diesel,22465
2298,MAHINDRA,XUV 500,W10 R FWD,2179,7,Diesel,29842
2299,MAHINDRA,XUV 500,W6 R FWD,2179,7,Diesel,30098
2300,AUDI,AUDI Q7,45 TFSI PREMIUM PLUS,1984,7,Petrol,42119
2301,HYUNDAI,EON,ERA +,814,5,Petrol,23034
2302,TATA MOTORS LTD,SAFARI,4X2 GX DICOR 2.2 VTT,2179,7,Diesel,13000
2303,TOYOTA KIRLOSKAR,GLANZA,G HYBRID,1197,5,Petrol,42418
2304,MAHINDRA,TUV300,T4,1493,7,Diesel,30333
2305,MAHINDRA.,XUV 500,1.9L W9,1997,7,Diesel,37298
2306,MAHINDRA.,XUV 500,W4,2179,7,Diesel,27239
2307,HYUNDAI,I20,Active 1.2 S,1197,5,Petrol,29520
2308,HYUNDAI,I20,Active 1.2,1197,5,Petrol,29522
2309,HYUNDAI,I20,I-GEN 1.4 ASTA DIESEL,1396,5,Diesel,24082
2310,HYUNDAI,I20,1.4 ASTA DIESEL,1396,5,Diesel,17004
2311,MARUTI,XL6,ALPHA AT,1462,6,Petrol,41857
2312,MARUTI,XL6,ZETA AT,1462,6,Petrol,41856
2313,MARUTI,XL6,ZETA MT,1462,6,Petrol,41854
2314,MARUTI,XL6,ALPHA MT,1462,6,Petrol,41855
2315,MERCEDES-BENZ.,A-CLASS,A200 D NIGHT EDITION,2143,4,Diesel,40770
2316,MERCEDES-BENZ.,A-CLASS,A180 NIGHT EDITION,1595,4,Petrol,40769
2317,FORD,ASPIRE,TITANIUM 1.5 TDCi,1498,5,Diesel,39723
2318,TATA MOTORS LTD,TIAGO,REVOTRON XZA PLUS,1199,5,Petrol,41525
2319,TATA MOTORS LTD,TIGOR,REVOTORQ XZ PLUS (D),1047,5,Diesel,41903
2320,TATA MOTORS LTD,TIAGO,NRG REVOTRON AMT (P),1199,5,Petrol,41723
2321,TATA MOTORS LTD,TIAGO,NRG REVOTRON PETROL,1199,5,Petrol,39535
2322,MAHINDRA,SCORPIO,M2DICR 2.5 EX 7 SEATER,2523,7,Diesel,32778
2323,FORD,FIGO,1.2 TITANIUM BLU Ti-VCT,1194,5,Petrol,40972
2324,FORD,FIGO,1.5 TITANIUM BLU TDCi,1498,5,Diesel,40973
2325,BAJAJ TEMPO,TRAX,TOOFAN CLASSIC,2596,12,Diesel,19453
2326,TATA MOTORS LTD,TIAGO,REVOTRON XZ PLUS DUAL TONE,1199,5,Petrol,40287
2327,TATA MOTORS LTD,TIAGO,REVOTRON XZ PLUS,1199,5,Petrol,40288
2328,SKODA,OCTAVIA,ONYX 1.8 TSI AT,1798,5,Petrol,42073
2329,MARUTI,CIAZ,SMART HYBRID SIGMA PETROL,1462,5,Petrol,42328
2330,VOLVO,XC40,T4 R-DESIGN,1969,5,Petrol,42422
2331,GENERAL MOTORS,CRUZE,LT,1991,5,Diesel,16943
2332,SKODA,KODIAQ,SCOUT 2.0 TDI AT,1968,7,Diesel,42095
2333,MASERATI,QUATTROPORTE,S 4.7 5STR,4691,5,Petrol,42350
2334,MASERATI,QUATTROPORTE,4.2 5STR,4244,5,Petrol,42351
2335,HONDA,AMAZE,VX MT ACE EDITION (D),1498,5,Diesel,41685
2336,FORD,ASPIRE,TITANIUM 1.5 Ti-VCT AT,1499,5,Petrol,39719
2337,FORD,ASPIRE,TITANIUM PLUS 1.2 Ti-VCT,1194,5,Petrol,39718
2338,FORD,ASPIRE,TREND PLUS CNG,1194,5,CNG,40875
2339,HYUNDAI,FLUIDIC VERNA,1.6 VTVT SX AT,1591,5,Petrol,29380
2340,HYUNDAI,FLUIDIC VERNA,4S 1.6 VTVT S (O) AT,1591,5,Petrol,29539
2341,HYUNDAI,SANTRO,GLS II,999,5,Petrol,29696
2342,FORCE,TRAVELLER 26 4020WB TD 2200 16 STR,,2596,16,Diesel,32558
2343,FORCE,FORCE ONE,2.2 SEATER 6,2149,6,Diesel,22959
2344,MARUTI,OMNI,CARGO LPG - BS III,796,5,LPG,12783
2345,MARUTI,OMNI,STD,796,5,Petrol,22468
2346,MARUTI,WAGON R,VXI,1061,5,Petrol,12817
2347,PORSCHE,911,CARRERA S 3.0,2981,4,Petrol,38321
2348,VOLKSWAGEN,POLO,1.0L COMFORTLINE (P),999,5,Petrol,38484
2349,JEEP,COMPASS,2.0 LIMITED (O) BLACK PACK,1956,5,Diesel,41117
2350,JEEP,COMPASS,2.0 LIMITED (O) 4X4 BLACK PACK,1956,5,Diesel,41118
2351,JEEP,COMPASS,1.4 LIMITED (O) BLACK PACK AT,1368,5,Petrol,41119
2352,TATA MOTORS LTD,TIAGO,REVOTORQ XZ PLUS,1047,5,Diesel,41011
2353,TATA MOTORS LTD,TIAGO,REVOTRON XZ (O),1199,5,Petrol,41801
2354,HYUNDAI,FLUIDIC VERNA,1.6 CRDi SX AT,1582,5,Diesel,28182
2355,HYUNDAI,EON,D LITE PLUS,814,5,Petrol,23035
2356,HYUNDAI,VERNA,1.6 VTVT SX PLUS AT,1591,5,Petrol,40058
2357,HYUNDAI,NEW SANTRO,MAGNA,1086,5,Petrol,39760
2358,MORRIS GARAGES,HECTOR,1.5 STYLE PETROL,1451,5,Petrol,41530
2359,MORRIS GARAGES,HECTOR,1.5 SUPER HYBRID PETROL,1451,5,Petrol,41538
2360,FORCE,TRAVELLER T2 TD 2200 4020 WB AC PS 13 STR,,2149,13,Diesel,32359
2361,FORCE,TRAVELLER,3050.0,2596,10,Diesel,33002
2362,MERCEDES-BENZ.,CLA,200 D URBAN SPORT,2143,5,Diesel,40590
2363,MERCEDES-BENZ.,CLA,200 URBAN SPORT,1991,5,Petrol,40589
2364,HYUNDAI,VERNA,1.6 CRDI E,1582,5,Diesel,37047
2365,HYUNDAI,VERNA,1.6 VTVT SX (O),1591,5,Petrol,37045
2366,HYUNDAI,XCENT,PRIME T CNG,1197,5,CNG,37527
2367,HYUNDAI,XCENT,PRIME T PLUS CNG,1197,5,CNG,37528
2368,HYUNDAI,GRAND I10,ASTA 1.2 BSIV,1197,5,Petrol,30749
2369,HYUNDAI,GETZ,GLS ABS,1341,5,Petrol,12642
2370,KIA,SELTOS,1.4 GTX PLUS AT (P),1353,5,Petrol,41959
2371,TOYOTA KIRLOSKAR,QUALIS,FS B4,2446,10,Diesel,13073
2372,TOYOTA KIRLOSKAR,QUALIS,RS E3 DIESEL,2446,7,Diesel,17479
2373,AUDI,AUDI A5,S5,2995,5,Petrol,40763
2374,AUDI,AUDI A5,SPORTBACK,1968,5,Diesel,40762
2375,HYUNDAI,XCENT,VTVT S (O) AT,1197,5,Petrol,27753
2376,HYUNDAI,XCENT,CRDI S,1120,5,Diesel,27759
2377,HYUNDAI,GRAND I10,MAGNA 1.1 CRDi,1120,5,Diesel,26677
